neighbourhood_group,room_type,minimum_nights,price
Manhattan,Entire home/apt,30,460.0
Manhattan,Entire home/apt,30,378.0
Manhattan,Entire home/apt,30,758.0
Manhattan,Entire home/apt,30,758.0
Manhattan,Entire home/apt,30,446.0
Manhattan,Entire home/apt,30,446.0
Manhattan,Entire home/apt,30,500.0
Manhattan,Entire home/apt,30,635.0
Manhattan,Entire home/apt,30,223.0
Manhattan,Entire home/apt,30,237.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,355.0
Manhattan,Entire home/apt,30,420.0
Queens,Entire home/apt,2,144.0
Queens,Private room,7,95.0
Manhattan,Entire home/apt,30,185.0
Manhattan,Entire home/apt,30,397.0
Brooklyn,Private room,30,77.0
Brooklyn,Private room,5,68.0
Queens,Entire home/apt,1,336.0
Brooklyn,Entire home/apt,3,252.0
Manhattan,Private room,1,97.0
Manhattan,Private room,1,77.0
Manhattan,Private room,1,77.0
Manhattan,Entire home/apt,2,135.0
Manhattan,Entire home/apt,31,577.0
Manhattan,Entire home/apt,3,407.0
Brooklyn,Entire home/apt,30,105.0
Manhattan,Entire home/apt,4,412.0
Manhattan,Entire home/apt,30,499.0
Manhattan,Entire home/apt,30,97.0
Manhattan,Private room,30,63.0
Manhattan,Entire home/apt,3,307.0
Queens,Entire home/apt,30,120.0
Brooklyn,Private room,4,102.0
Brooklyn,Private room,4,89.0
Brooklyn,Private room,30,59.0
Manhattan,Private room,1,74.0
Manhattan,Entire home/apt,30,574.0
Manhattan,Private room,3,105.0
Brooklyn,Private room,2,79.0
Manhattan,Entire home/apt,30,283.0
Manhattan,Private room,3,126.0
Brooklyn,Private room,30,119.0
Queens,Private room,30,52.0
Manhattan,Private room,30,104.0
Manhattan,Entire home/apt,30,170.0
Queens,Entire home/apt,30,81.0
Manhattan,Private room,30,86.0
Manhattan,Entire home/apt,30,349.0
Queens,Entire home/apt,30,125.0
Brooklyn,Entire home/apt,3,337.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,260.0
Brooklyn,Entire home/apt,30,125.0
Queens,Entire home/apt,5,119.0
Manhattan,Private room,30,800.0
Manhattan,Entire home/apt,30,53.0
Brooklyn,Entire home/apt,3,257.0
Queens,Entire home/apt,1,115.0
Manhattan,Entire home/apt,30,747.0
Manhattan,Entire home/apt,30,494.0
Manhattan,Entire home/apt,30,342.0
Manhattan,Entire home/apt,30,666.0
Manhattan,Entire home/apt,30,526.0
Manhattan,Entire home/apt,30,238.0
Manhattan,Entire home/apt,30,237.0
Manhattan,Entire home/apt,30,562.0
Manhattan,Entire home/apt,30,398.0
Manhattan,Entire home/apt,30,338.0
Manhattan,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,366.0
Manhattan,Entire home/apt,30,266.0
Manhattan,Entire home/apt,30,947.0
Manhattan,Entire home/apt,30,346.0
Manhattan,Entire home/apt,30,774.0
Manhattan,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,424.0
Manhattan,Entire home/apt,30,639.0
Manhattan,Entire home/apt,30,354.0
Manhattan,Entire home/apt,30,354.0
Manhattan,Entire home/apt,30,323.0
Manhattan,Entire home/apt,30,312.0
Manhattan,Entire home/apt,30,630.0
Manhattan,Entire home/apt,30,233.0
Manhattan,Entire home/apt,30,120.0
Manhattan,Private room,1,71.0
Manhattan,Entire home/apt,30,370.0
Brooklyn,Private room,30,165.0
Queens,Entire home/apt,30,108.0
Brooklyn,Private room,30,68.0
Brooklyn,Private room,3,154.0
Manhattan,Private room,4,206.0
Queens,Private room,30,56.0
Brooklyn,Entire home/apt,30,170.0
Brooklyn,Private room,30,53.0
Brooklyn,Private room,30,53.0
Manhattan,Entire home/apt,31,485.0
Manhattan,Entire home/apt,31,411.0
Manhattan,Entire home/apt,31,314.0
Manhattan,Entire home/apt,31,467.0
Manhattan,Entire home/apt,30,270.0
Manhattan,Entire home/apt,30,200.0
Queens,Private room,1,89.0
Manhattan,Entire home/apt,30,175.0
Brooklyn,Private room,30,80.0
Brooklyn,Private room,30,72.0
Manhattan,Entire home/apt,30,495.0
Manhattan,Entire home/apt,31,315.0
Manhattan,Entire home/apt,30,406.0
Manhattan,Entire home/apt,30,478.0
Manhattan,Entire home/apt,30,384.0
Manhattan,Entire home/apt,30,484.0
Brooklyn,Private room,30,60.0
Manhattan,Entire home/apt,30,144.0
Brooklyn,Private room,30,60.0
Brooklyn,Private room,30,57.0
Manhattan,Entire home/apt,30,110.0
Brooklyn,Entire home/apt,30,145.0
Manhattan,Private room,30,55.0
Queens,Entire home/apt,30,78.0
Manhattan,Private room,1,291.0
Manhattan,Private room,1,512.0
Manhattan,Private room,1,314.0
Manhattan,Private room,1,393.0
Manhattan,Private room,1,359.0
Manhattan,Private room,1,360.0
Manhattan,Private room,1,195.0
Manhattan,Private room,1,345.0
Manhattan,Private room,2,114.0
Manhattan,Entire home/apt,30,309.0
Manhattan,Entire home/apt,30,575.0
Manhattan,Entire home/apt,30,259.0
Manhattan,Entire home/apt,30,809.0
Manhattan,Entire home/apt,30,298.0
Manhattan,Entire home/apt,30,923.0
Manhattan,Entire home/apt,30,413.0
Manhattan,Entire home/apt,30,519.0
Manhattan,Entire home/apt,30,369.0
Manhattan,Entire home/apt,30,256.0
Manhattan,Entire home/apt,30,262.0
Manhattan,Entire home/apt,30,286.0
Manhattan,Entire home/apt,30,490.0
Manhattan,Entire home/apt,30,871.0
Manhattan,Entire home/apt,30,346.0
Manhattan,Entire home/apt,30,669.0
Manhattan,Entire home/apt,30,782.0
Manhattan,Entire home/apt,30,269.0
Manhattan,Entire home/apt,30,651.0
Manhattan,Entire home/apt,30,954.0
Manhattan,Private room,30,154.0
Brooklyn,Private room,30,62.0
Brooklyn,Private room,30,52.0
Manhattan,Entire home/apt,31,336.0
Manhattan,Entire home/apt,30,99.0
Manhattan,Entire home/apt,30,783.0
Queens,Private room,30,144.0
Manhattan,Entire home/apt,30,170.0
Manhattan,Entire home/apt,30,217.0
Manhattan,Entire home/apt,30,640.0
Manhattan,Private room,30,143.0
Manhattan,Entire home/apt,30,462.0
Manhattan,Entire home/apt,30,950.0
Manhattan,Entire home/apt,30,289.0
Queens,Entire home/apt,30,55.0
Queens,Private room,30,86.0
Manhattan,Entire home/apt,31,262.0
Brooklyn,Entire home/apt,1,104.0
Brooklyn,Private room,2,71.0
Queens,Entire home/apt,1,171.0
Brooklyn,Entire home/apt,30,170.0
Manhattan,Private room,1,443.0
Manhattan,Private room,1,393.0
Manhattan,Private room,1,343.0
Manhattan,Private room,1,643.0
Manhattan,Private room,1,264.0
Manhattan,Private room,1,284.0
Queens,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,30,228.0
Manhattan,Entire home/apt,30,450.0
Manhattan,Entire home/apt,30,495.0
Manhattan,Entire home/apt,30,495.0
Manhattan,Private room,1,279.0
Manhattan,Entire home/apt,30,103.0
Brooklyn,Private room,30,55.0
Manhattan,Entire home/apt,30,103.0
Queens,Entire home/apt,30,88.0
Queens,Private room,2,110.0
Brooklyn,Entire home/apt,30,120.0
Brooklyn,Entire home/apt,30,179.0
Brooklyn,Entire home/apt,30,177.0
Manhattan,Entire home/apt,30,182.0
Manhattan,Entire home/apt,30,180.0
Manhattan,Entire home/apt,30,262.0
Manhattan,Entire home/apt,30,205.0
Manhattan,Entire home/apt,30,262.0
Manhattan,Entire home/apt,30,282.0
Manhattan,Entire home/apt,30,181.0
Bronx,Entire home/apt,30,92.0
Manhattan,Entire home/apt,30,81.0
Manhattan,Entire home/apt,30,230.0
Manhattan,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,279.0
Manhattan,Entire home/apt,30,446.0
Brooklyn,Private room,30,50.0
Manhattan,Entire home/apt,30,524.0
Manhattan,Entire home/apt,30,456.0
Manhattan,Entire home/apt,30,136.0
Manhattan,Entire home/apt,30,330.0
Brooklyn,Private room,7,81.0
Manhattan,Entire home/apt,30,283.0
Manhattan,Entire home/apt,30,577.0
Manhattan,Entire home/apt,30,982.0
Manhattan,Entire home/apt,30,481.0
Manhattan,Entire home/apt,30,474.0
Manhattan,Entire home/apt,30,367.0
Manhattan,Entire home/apt,30,367.0
Queens,Private room,4,180.0
Manhattan,Entire home/apt,30,398.0
Manhattan,Entire home/apt,30,344.0
Manhattan,Entire home/apt,30,367.0
Manhattan,Entire home/apt,30,498.0
Manhattan,Entire home/apt,30,246.0
Manhattan,Entire home/apt,30,275.0
Manhattan,Entire home/apt,30,301.0
Manhattan,Entire home/apt,30,354.0
Manhattan,Entire home/apt,30,352.0
Manhattan,Entire home/apt,30,384.0
Manhattan,Entire home/apt,30,379.0
Manhattan,Entire home/apt,30,291.0
Manhattan,Entire home/apt,30,338.0
Manhattan,Entire home/apt,30,313.0
Manhattan,Entire home/apt,30,278.0
Manhattan,Entire home/apt,30,262.0
Manhattan,Entire home/apt,30,350.0
Brooklyn,Entire home/apt,30,117.0
Brooklyn,Entire home/apt,2,117.0
Manhattan,Entire home/apt,30,191.0
Manhattan,Entire home/apt,30,176.0
Brooklyn,Entire home/apt,2,286.0
Manhattan,Entire home/apt,1,482.0
Brooklyn,Private room,30,150.0
Brooklyn,Entire home/apt,3,203.0
Staten Island,Entire home/apt,30,100.0
Staten Island,Entire home/apt,30,136.0
Brooklyn,Private room,30,57.0
Manhattan,Entire home/apt,30,151.0
Brooklyn,Entire home/apt,30,360.0
Manhattan,Entire home/apt,30,170.0
Brooklyn,Entire home/apt,30,159.0
Brooklyn,Entire home/apt,30,115.0
Manhattan,Private room,30,135.0
Manhattan,Private room,30,75.0
Queens,Entire home/apt,3,225.0
Brooklyn,Private room,30,88.0
Bronx,Entire home/apt,30,116.0
Bronx,Entire home/apt,30,127.0
Manhattan,Entire home/apt,31,380.0
Manhattan,Entire home/apt,31,306.0
Brooklyn,Private room,30,70.0
Brooklyn,Private room,1,81.0
Bronx,Entire home/apt,30,105.0
Manhattan,Entire home/apt,30,126.0
Brooklyn,Private room,30,51.0
Manhattan,Private room,1,290.0
Brooklyn,Private room,30,63.0
Manhattan,Private room,30,53.0
Brooklyn,Private room,30,50.0
Brooklyn,Private room,2,208.0
Manhattan,Entire home/apt,3,272.0
Brooklyn,Private room,1,94.0
Brooklyn,Entire home/apt,1,130.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,88.0
Brooklyn,Entire home/apt,1,80.0
Brooklyn,Entire home/apt,1,80.0
Brooklyn,Entire home/apt,30,550.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,88.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,88.0
Brooklyn,Entire home/apt,1,88.0
Manhattan,Private room,30,75.0
Manhattan,Private room,30,81.0
Brooklyn,Entire home/apt,1,88.0
Brooklyn,Entire home/apt,1,104.0
Brooklyn,Entire home/apt,1,95.0
Brooklyn,Entire home/apt,1,80.0
Brooklyn,Entire home/apt,1,92.0
Brooklyn,Entire home/apt,1,88.0
Brooklyn,Entire home/apt,1,96.0
Brooklyn,Entire home/apt,1,99.0
Manhattan,Entire home/apt,30,438.0
Manhattan,Entire home/apt,30,306.0
Manhattan,Entire home/apt,30,306.0
Manhattan,Entire home/apt,30,332.0
Manhattan,Entire home/apt,30,302.0
Manhattan,Entire home/apt,30,360.0
Brooklyn,Entire home/apt,30,360.0
Manhattan,Entire home/apt,30,258.0
Manhattan,Entire home/apt,30,608.0
Manhattan,Entire home/apt,30,325.0
Manhattan,Entire home/apt,30,273.0
Manhattan,Entire home/apt,30,314.0
Brooklyn,Entire home/apt,30,450.0
Brooklyn,Entire home/apt,30,130.0
Brooklyn,Entire home/apt,30,275.0
Brooklyn,Private room,30,55.0
Brooklyn,Entire home/apt,30,120.0
Manhattan,Entire home/apt,30,305.0
Manhattan,Entire home/apt,30,242.0
Manhattan,Entire home/apt,30,258.0
Manhattan,Entire home/apt,30,320.0
Manhattan,Entire home/apt,30,422.0
Manhattan,Entire home/apt,30,386.0
Manhattan,Entire home/apt,30,418.0
Manhattan,Entire home/apt,30,392.0
Brooklyn,Entire home/apt,30,159.0
Manhattan,Entire home/apt,30,266.0
Manhattan,Entire home/apt,30,267.0
Manhattan,Entire home/apt,30,237.0
Manhattan,Entire home/apt,30,181.0
Brooklyn,Entire home/apt,1,120.0
Brooklyn,Private room,30,77.0
Queens,Entire home/apt,2,119.0
Brooklyn,Entire home/apt,1,114.0
Brooklyn,Entire home/apt,1,99.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,111.0
Brooklyn,Entire home/apt,1,106.0
Brooklyn,Entire home/apt,1,124.0
Brooklyn,Entire home/apt,1,76.0
Brooklyn,Entire home/apt,1,106.0
Brooklyn,Entire home/apt,1,76.0
Manhattan,Entire home/apt,30,94.0
Brooklyn,Entire home/apt,1,99.0
Manhattan,Entire home/apt,30,753.0
Manhattan,Entire home/apt,30,474.0
Manhattan,Entire home/apt,30,474.0
Manhattan,Entire home/apt,30,410.0
Manhattan,Entire home/apt,30,53.0
Manhattan,Entire home/apt,30,72.0
Manhattan,Entire home/apt,30,67.0
Manhattan,Entire home/apt,30,436.0
Manhattan,Entire home/apt,30,596.0
Brooklyn,Entire home/apt,30,150.0
Bronx,Private room,1,140.0
Bronx,Private room,1,160.0
Manhattan,Entire home/apt,30,829.0
Manhattan,Entire home/apt,30,596.0
Manhattan,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,456.0
Manhattan,Entire home/apt,30,552.0
Manhattan,Entire home/apt,30,67.0
Queens,Private room,1,89.0
Queens,Entire home/apt,5,117.0
Brooklyn,Entire home/apt,30,200.0
Manhattan,Entire home/apt,1,212.0
Bronx,Private room,2,81.0
Queens,Entire home/apt,30,100.0
Manhattan,Entire home/apt,1,197.0
Manhattan,Entire home/apt,30,412.0
Manhattan,Entire home/apt,30,353.0
Manhattan,Entire home/apt,30,406.0
Queens,Entire home/apt,30,148.0
Manhattan,Entire home/apt,30,532.0
Manhattan,Entire home/apt,30,391.0
Brooklyn,Private room,1,71.0
Manhattan,Entire home/apt,30,550.0
Brooklyn,Entire home/apt,30,308.0
Manhattan,Private room,1,93.0
Manhattan,Entire home/apt,30,271.0
Bronx,Private room,30,51.0
Manhattan,Entire home/apt,30,94.0
Manhattan,Private room,1,100.0
Brooklyn,Private room,1,100.0
Brooklyn,Private room,1,466.0
Brooklyn,Private room,30,59.0
Manhattan,Private room,30,562.0
Brooklyn,Private room,1,314.0
Brooklyn,Private room,1,224.0
Brooklyn,Private room,1,344.0
Queens,Entire home/apt,30,459.0
Manhattan,Entire home/apt,30,187.0
Manhattan,Entire home/apt,30,306.0
Manhattan,Entire home/apt,30,301.0
Manhattan,Entire home/apt,30,217.0
Manhattan,Entire home/apt,30,277.0
Manhattan,Entire home/apt,30,353.0
Manhattan,Entire home/apt,30,242.0
Queens,Entire home/apt,2,245.0
Queens,Private room,2,105.0
Brooklyn,Entire home/apt,30,69.0
Brooklyn,Entire home/apt,30,105.0
Manhattan,Entire home/apt,30,136.0
Brooklyn,Entire home/apt,1,104.0
Queens,Entire home/apt,30,147.0
Brooklyn,Entire home/apt,1,80.0
Brooklyn,Private room,1,80.0
Brooklyn,Private room,1,111.0
Bronx,Private room,30,67.0
Brooklyn,Entire home/apt,1,103.0
Brooklyn,Entire home/apt,1,91.0
Brooklyn,Entire home/apt,1,80.0
Brooklyn,Private room,30,61.0
Manhattan,Private room,30,79.0
Queens,Private room,30,88.0
Brooklyn,Private room,6,126.0
Manhattan,Entire home/apt,30,53.0
Manhattan,Entire home/apt,31,450.0
Manhattan,Private room,30,95.0
Brooklyn,Entire home/apt,30,185.0
Manhattan,Entire home/apt,365,122.0
Manhattan,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,600.0
Brooklyn,Entire home/apt,4,239.0
Brooklyn,Entire home/apt,30,800.0
Brooklyn,Entire home/apt,30,131.0
Bronx,Entire home/apt,30,125.0
Queens,Private room,30,100.0
Manhattan,Private room,30,70.0
Manhattan,Entire home/apt,30,230.0
Queens,Entire home/apt,30,280.0
Bronx,Private room,30,164.0
Manhattan,Entire home/apt,30,189.0
Brooklyn,Private room,30,60.0
Manhattan,Private room,1,186.0
Manhattan,Entire home/apt,2,458.0
Manhattan,Entire home/apt,30,362.0
Manhattan,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,590.0
Manhattan,Entire home/apt,30,430.0
Brooklyn,Private room,30,65.0
Manhattan,Private room,1,130.0
Brooklyn,Private room,4,181.0
Manhattan,Private room,30,120.0
Bronx,Private room,30,63.0
Brooklyn,Private room,30,59.0
Queens,Private room,30,80.0
Brooklyn,Private room,30,54.0
Brooklyn,Private room,2,100.0
Manhattan,Entire home/apt,30,325.0
Manhattan,Entire home/apt,30,394.0
Manhattan,Entire home/apt,30,334.0
Brooklyn,Entire home/apt,30,195.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,162.0
Brooklyn,Private room,30,59.0
Brooklyn,Private room,30,59.0
Brooklyn,Private room,30,59.0
Brooklyn,Private room,30,59.0
Manhattan,Entire home/apt,30,662.0
Manhattan,Entire home/apt,30,388.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,468.0
Manhattan,Entire home/apt,30,334.0
Brooklyn,Private room,30,65.0
Brooklyn,Entire home/apt,30,192.0
Manhattan,Private room,30,93.0
Manhattan,Private room,30,125.0
Queens,Entire home/apt,31,99.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,534.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,157.0
Manhattan,Entire home/apt,30,206.0
Manhattan,Entire home/apt,30,313.0
Manhattan,Private room,1,381.0
Manhattan,Private room,30,52.0
Bronx,Entire home/apt,30,357.0
Brooklyn,Entire home/apt,2,132.0
Manhattan,Entire home/apt,30,303.0
Brooklyn,Private room,2,215.0
Manhattan,Entire home/apt,30,590.0
Manhattan,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,346.0
Manhattan,Entire home/apt,30,378.0
Brooklyn,Private room,32,315.0
Brooklyn,Entire home/apt,30,400.0
Queens,Entire home/apt,30,160.0
Brooklyn,Entire home/apt,30,155.0
Bronx,Private room,2,124.0
Manhattan,Entire home/apt,30,822.0
Manhattan,Entire home/apt,30,176.0
Manhattan,Entire home/apt,29,169.0
Queens,Entire home/apt,30,84.0
Manhattan,Entire home/apt,30,119.0
Manhattan,Entire home/apt,30,131.0
Manhattan,Entire home/apt,1,177.0
Queens,Private room,30,55.0
Manhattan,Entire home/apt,1,177.0
Manhattan,Entire home/apt,180,829.0
Manhattan,Entire home/apt,3,194.0
Manhattan,Entire home/apt,30,210.0
Manhattan,Entire home/apt,30,197.0
Manhattan,Entire home/apt,30,286.0
Brooklyn,Entire home/apt,2,289.0
Brooklyn,Private room,30,82.0
Brooklyn,Private room,30,80.0
Queens,Private room,3,98.0
Manhattan,Entire home/apt,31,180.0
Queens,Private room,30,129.0
Brooklyn,Private room,30,52.0
Brooklyn,Entire home/apt,30,294.0
Manhattan,Entire home/apt,30,79.0
Queens,Private room,1,99.0
Manhattan,Entire home/apt,1,226.0
Manhattan,Entire home/apt,1,211.0
Brooklyn,Private room,30,78.0
Brooklyn,Entire home/apt,30,90.0
Brooklyn,Private room,30,108.0
Queens,Entire home/apt,30,80.0
Queens,Entire home/apt,1,218.0
Bronx,Entire home/apt,31,204.0
Queens,Entire home/apt,30,450.0
Brooklyn,Private room,2,104.0
Queens,Entire home/apt,30,107.0
Manhattan,Entire home/apt,30,362.0
Manhattan,Entire home/apt,30,283.0
Brooklyn,Private room,30,120.0
Brooklyn,Entire home/apt,30,505.0
Manhattan,Entire home/apt,30,227.0
Manhattan,Entire home/apt,30,128.0
Brooklyn,Entire home/apt,30,144.0
Brooklyn,Private room,30,62.0
Brooklyn,Entire home/apt,2,275.0
Manhattan,Private room,1,476.0
Manhattan,Entire home/apt,30,120.0
Brooklyn,Private room,30,67.0
Manhattan,Private room,30,160.0
Brooklyn,Private room,30,52.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Private room,30,53.0
Brooklyn,Private room,30,69.0
Brooklyn,Entire home/apt,30,122.0
Brooklyn,Entire home/apt,30,229.0
Bronx,Private room,4,135.0
Manhattan,Entire home/apt,30,360.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,600.0
Brooklyn,Entire home/apt,30,88.0
Manhattan,Entire home/apt,30,462.0
Manhattan,Entire home/apt,30,340.0
Manhattan,Entire home/apt,30,365.0
Manhattan,Entire home/apt,30,198.0
Manhattan,Entire home/apt,30,414.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,254.0
Brooklyn,Entire home/apt,30,167.0
Manhattan,Entire home/apt,30,226.0
Manhattan,Entire home/apt,30,484.0
Manhattan,Entire home/apt,30,342.0
Manhattan,Entire home/apt,30,317.0
Manhattan,Entire home/apt,30,289.0
Brooklyn,Private room,2,94.0
Manhattan,Entire home/apt,30,239.0
Manhattan,Entire home/apt,30,249.0
Manhattan,Entire home/apt,30,378.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,406.0
Manhattan,Entire home/apt,30,272.0
Manhattan,Entire home/apt,30,180.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,345.0
Manhattan,Entire home/apt,30,550.0
Queens,Private room,30,640.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,180.0
Bronx,Private room,30,87.0
Manhattan,Private room,30,85.0
Manhattan,Entire home/apt,30,120.0
Brooklyn,Private room,2,217.0
Manhattan,Entire home/apt,30,440.0
Manhattan,Entire home/apt,30,246.0
Manhattan,Entire home/apt,30,403.0
Manhattan,Entire home/apt,30,534.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,239.0
Manhattan,Entire home/apt,30,644.0
Manhattan,Entire home/apt,30,707.0
Queens,Entire home/apt,30,88.0
Queens,Private room,30,77.0
Manhattan,Private room,30,184.0
Manhattan,Entire home/apt,30,796.0
Manhattan,Entire home/apt,30,969.0
Manhattan,Entire home/apt,30,397.0
Manhattan,Entire home/apt,30,284.0
Manhattan,Entire home/apt,30,651.0
Manhattan,Entire home/apt,30,651.0
Staten Island,Entire home/apt,30,145.0
Manhattan,Entire home/apt,30,348.0
Manhattan,Entire home/apt,30,211.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Brooklyn,Entire home/apt,30,111.0
Brooklyn,Entire home/apt,2,276.0
Brooklyn,Private room,31,60.0
Brooklyn,Entire home/apt,30,145.0
Manhattan,Entire home/apt,30,381.0
Manhattan,Private room,1,412.0
Manhattan,Private room,1,162.0
Brooklyn,Entire home/apt,30,262.0
Brooklyn,Private room,30,68.0
Manhattan,Entire home/apt,30,534.0
Manhattan,Entire home/apt,30,212.0
Manhattan,Private room,30,76.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Brooklyn,Private room,30,59.0
Manhattan,Entire home/apt,30,157.0
Manhattan,Entire home/apt,31,145.0
Manhattan,Entire home/apt,30,99.0
Bronx,Entire home/apt,30,90.0
Queens,Private room,30,77.0
Brooklyn,Private room,30,101.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,334.0
Queens,Private room,1,89.0
Staten Island,Entire home/apt,4,120.0
Brooklyn,Private room,2,119.0
Queens,Private room,1,124.0
Brooklyn,Private room,30,165.0
Manhattan,Entire home/apt,30,500.0
Brooklyn,Private room,30,60.0
Manhattan,Entire home/apt,30,334.0
Manhattan,Entire home/apt,30,668.0
Manhattan,Entire home/apt,30,210.0
Manhattan,Entire home/apt,30,258.0
Manhattan,Entire home/apt,30,336.0
Queens,Private room,30,60.0
Queens,Private room,30,65.0
Manhattan,Entire home/apt,180,408.0
Manhattan,Entire home/apt,30,240.0
Manhattan,Entire home/apt,30,674.0
Manhattan,Entire home/apt,30,650.0
Manhattan,Entire home/apt,2,717.0
Manhattan,Entire home/apt,30,79.0
Queens,Entire home/apt,30,120.0
Brooklyn,Private room,30,140.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,31,222.0
Manhattan,Entire home/apt,30,54.0
Queens,Private room,30,79.0
Queens,Private room,30,80.0
Queens,Private room,30,69.0
Brooklyn,Entire home/apt,30,151.0
Brooklyn,Entire home/apt,30,203.0
Brooklyn,Private room,30,64.0
Queens,Private room,2,93.0
Manhattan,Entire home/apt,30,63.0
Manhattan,Entire home/apt,30,61.0
Brooklyn,Entire home/apt,30,122.0
Bronx,Private room,30,104.0
Queens,Entire home/apt,30,85.0
Manhattan,Entire home/apt,30,285.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,149.0
Queens,Private room,1,150.0
Brooklyn,Private room,30,56.0
Brooklyn,Entire home/apt,30,319.0
Manhattan,Private room,30,63.0
Staten Island,Entire home/apt,30,1000.0
Manhattan,Private room,30,90.0
Brooklyn,Private room,30,136.0
Manhattan,Entire home/apt,30,151.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Entire home/apt,30,61.0
Brooklyn,Entire home/apt,30,160.0
Queens,Private room,2,90.0
Manhattan,Entire home/apt,30,325.0
Manhattan,Entire home/apt,30,436.0
Queens,Entire home/apt,30,298.0
Manhattan,Entire home/apt,30,350.0
Manhattan,Entire home/apt,30,572.0
Brooklyn,Entire home/apt,30,71.0
Manhattan,Entire home/apt,30,335.0
Brooklyn,Private room,30,84.0
Manhattan,Entire home/apt,1,93.0
Brooklyn,Private room,30,240.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,2,165.0
Brooklyn,Private room,30,66.0
Brooklyn,Entire home/apt,30,144.0
Queens,Private room,3,99.0
Brooklyn,Entire home/apt,30,152.0
Brooklyn,Entire home/apt,90,321.0
Manhattan,Entire home/apt,30,144.0
Brooklyn,Private room,30,270.0
Manhattan,Entire home/apt,3,159.0
Manhattan,Private room,30,58.0
Queens,Entire home/apt,30,95.0
Manhattan,Entire home/apt,1,85.0
Manhattan,Entire home/apt,4,478.0
Manhattan,Entire home/apt,30,381.0
Manhattan,Entire home/apt,30,430.0
Manhattan,Entire home/apt,30,423.0
Manhattan,Entire home/apt,30,420.0
Manhattan,Entire home/apt,30,400.0
Manhattan,Entire home/apt,30,423.0
Manhattan,Entire home/apt,30,421.0
Manhattan,Entire home/apt,30,408.0
Manhattan,Entire home/apt,30,422.0
Manhattan,Entire home/apt,30,289.0
Manhattan,Entire home/apt,30,324.0
Manhattan,Entire home/apt,30,293.0
Manhattan,Entire home/apt,30,293.0
Manhattan,Entire home/apt,30,291.0
Manhattan,Entire home/apt,30,291.0
Manhattan,Entire home/apt,30,57.0
Manhattan,Entire home/apt,30,154.0
Manhattan,Entire home/apt,364,141.0
